Irradiance,Temperature,V_pv,I_pv,Optimal_Duty
100,36,3.06528693148331,0.297755015006149,0.1
100,36,4.23745727040962,0.297691573799801,0.1
100,36,5.40688305742798,0.297628195176635,0.1
100,36,6.57359475948087,0.297564691637649,0.1005
100,36,7.73796805466747,0.297500454444631,0.1
100,36,8.89871979421794,0.297433717996285,0.1
100,38,3.06999518639912,0.298350403582234,0.1
100,38,4.24451063283347,0.298286822375809,0.1
100,38,5.41627548477911,0.298223276301834,0.1
100,38,6.58531881394127,0.298159519660559,0.1005
100,38,7.75201181389943,0.298094763978935,0.1
100,38,8.91505109252081,0.298026693185717,0.1005
100,40,3.07470342609965,0.298945790233982,0.1
100,40,4.25156392349296,0.298882064893841,0.1
100,40,5.42566761793723,0.298818338783299,0.1
100,40,6.59704174802888,0.298754290845937,0.1
100,40,7.76605150113881,0.298688901094478,0.1
100,40,8.93136813061386,0.298619148066484,0.1005
100,42,3.07941164591905,0.299541174375578,0.1
100,42,4.25859501738791,0.29947730074292,0.1005
100,42,5.43505937105446,0.299413377176676,0.1
100,42,6.608451257849,0.299349006220587,0.1005
100,42,7.77899146140274,0.29928288336045,0.1005
100,42,8.94766705837191,0.299210940856896,0.1
100,44,3.08411936006436,0.300136555279856,0.1005
100,44,4.26567020900633,0.300072524020714,0.1
100,44,5.44445048156434,0.300008384558239,0.1
100,44,6.62014992150543,0.299943611990581,0.1005
100,44,7.79411392276514,0.299876453031112,0.1
100,44,8.96315030789054,0.299801949424827,0.1005
100,46,3.08882800061352,0.300731931904621,0.1
100,46,4.27270095260702,0.30066773657109,0.1005
100,46,5.45384127075327,0.300603352104463,0.1
100,46,6.63220021549572,0.300538078308119,0.1
100,46,7.80813309340989,0.300469731362017,0.1
100,46,8.98018973496524,0.300391784765226,0.1
100,48,3.09353611808395,0.301327303095468,0.1
100,48,4.27977585202559,0.301262929840257,0.1
100,48,5.46323110231491,0.301198268708083,0.1005
100,48,6.64391450956161,0.301132410860603,0.1
100,48,7.82214208488202,0.301062555973243,0.1
100,48,8.99730008119967,0.300980265117296,0.1
100,50,3.0982441799977,0.301922667258402,0.1
100,50,4.28682831739111,0.301858102684466,0.1
100,50,5.47261990835715,0.301793120318083,0.1
100,50,6.65562499339637,0.301726550039247,0.1
100,50,7.83613732626893,0.301654808764465,0.1
100,50,9.01256410361032,0.301567206591074,0.1
100,52,3.10295217061485,0.302518022403444,0.1
100,52,4.29388045545161,0.302453247898059,0.1
100,52,5.48200741021475,0.302387889273968,0.1
100,52,6.66733065453776,0.302320444454735,0.1
100,52,7.85011556324978,0.302246340793345,0.1
100,52,9.02748694232486,0.302152088501302,0.1005
100,54,3.10766007003873,0.303113366013039,0.1
100,54,4.30090993485627,0.303048359134427,0.1005
100,54,5.49127593508774,0.30298255999915,0.1005
100,54,6.6790302301874,0.302914029973025,0.1
100,54,7.86407244995748,0.302836967609018,0.1
100,54,9.04470486513889,0.302734096228478,0.1
100,56,3.11236785316347,0.303708694911731,0.1
100,56,4.30798336844962,0.303643423250169,0.1
100,56,5.50065691756294,0.303577091890684,0.1005
100,56,6.69072214786272,0.303507226783982,0.1
100,56,7.87800259925769,0.303426460848864,0.1
100,56,9.05984865237258,0.30331304460953,0.1005
100,58,3.11707548841459,0.304304005106019,0.1
100,58,4.31503388999667,0.304238431997214,0.1
100,58,5.51015813908866,0.304171449761437,0.1
100,58,6.70208807491217,0.304099956014631,0.1005
100,58,7.89189935284357,0.304014538604408,0.1
100,58,9.07648245731951,0.303887721333101,0.1
100,60,3.12178293620582,0.304899291588115,0.1
100,60,4.32208356531623,0.304833369307232,0.1
100,60,5.51953594943834,0.304765604496874,0.1
100,60,6.71407473831499,0.304692034616511,0.1
100,60,7.90494513707261,0.304600931883849,0.1005
100,60,9.09217748297793,0.304457457687696,0.1
150,14,4.16407591249671,0.436703893532264,0.1005
150,14,5.88300710762497,0.436564422752811,0.1005
150,14,7.59757820275987,0.436425247697229,0.1
150,14,9.30779208437648,0.436286067979434,0.1
150,14,11.0141818565797,0.436144990865582,0.1005
150,14,12.7135575060687,0.43599106938024,0.1
150,16,4.17113666599134,0.437596770531102,0.1005
150,16,5.89359957492114,0.43745700896896,0.1005
150,16,7.61166141114384,0.437317525160266,0.1
150,16,9.32537027045142,0.43717790930952,0.1
150,16,11.035228285692,0.437035643567134,0.1005
150,16,12.7390600540698,0.436875986190952,0.1
150,18,4.17819741685878,0.438489647217372,0.1005
150,18,5.90414557459088,0.438349597103667,0.1005
150,18,7.62574445107867,0.438209791907505,0.1
150,18,9.34294723517223,0.438069688731847,0.1
150,18,11.0547107198063,0.437926081982341,0.1005
150,18,12.7633805768778,0.437758997277072,0.1
150,20,4.18525816451613,0.43938252348087,0.1005
150,20,5.91472209269219,0.439242180295894,0.1005
150,20,7.63982726557597,0.439102044411115,0.1
150,20,9.36052259304765,0.438961386581835,0.1
150,20,11.0772934361459,0.438815773626487,0.1
150,20,12.7865297332297,0.438639536202571,0.1
150,22,4.19231890772474,0.440275399174957,0.1005
150,22,5.92532938804657,0.440134757694609,0.1
150,22,7.65390978252666,0.439994278055666,0.1
150,22,9.37813548457768,0.439852969480236,0.1005
150,22,11.09830629889,0.439705002350535,0.1
150,22,12.8117870736334,0.439516419134777,0.1
150,24,4.19937964502455,0.441168274105233,0.1005
150,24,5.93590592311798,0.441027333193639,0.1
150,24,7.66799190663634,0.440886486825995,0.1
150,24,9.39520181963321,0.440744466826413,0.101
150,24,11.1193007329732,0.440593447846369,0.1
150,24,12.8364673023498,0.440389017896845,0.1005
150,26,4.20644037410272,0.442061148015046,0.1005
150,26,5.94648237459225,0.441919902881453,0.1
150,26,7.68190866139157,0.441778676351418,0.1005
150,26,9.41402783877182,0.441635624754891,0.1
150,26,11.1402712994925,0.441480881620395,0.1
150,26,12.8597145889705,0.441256287849304,0.1005
150,28,4.2135010922873,0.442954020566789,0.1005
150,28,5.9570277152658,0.442812467411337,0.1005
150,28,7.69615444955298,0.442670796207101,0.1
150,28,9.43079546539497,0.442526727822897,0.1005
150,28,11.1596416483232,0.442367185191066,0.101
150,28,12.882245273817,0.442116668716157,0.1005
150,30,4.22056179639941,0.443846891318056,0.1015
150,30,5.96760388583385,0.443705019343056,0.1005
150,30,7.71023450355996,0.443562873685835,0.1
150,30,9.44835165879596,0.443417452784422,0.1005
150,30,11.1805395426211,0.443251658725135,0.1005
150,30,12.9074835126049,0.442967444642176,0.101
150,32,4.22762248166931,0.444739759691339,0.1005
150,32,5.97821104583277,0.444597555525438,0.1
150,32,7.72431341218101,0.444454878612356,0.1
150,32,9.46545130750246,0.444307822147021,0.1005
150,32,11.2029618467732,0.444133800698915,0.1
150,32,12.9288244644567,0.443807870354209,0.101
150,34,4.23468314224564,0.445632624935408,0.1005
150,34,5.98878694094233,0.445490076963646,0.1
150,34,7.73818832347823,0.445346806291011,0.1005
150,34,9.4834384773445,0.445197604804398,0.1005
150,34,11.2237479801245,0.445013407630779,0.1005
150,34,12.9524428474912,0.444633326898575,0.1005
150,36,4.24174378452458,0.446525486075428,0.1005
150,36,5.99936255557903,0.446382575941859,0.1
150,36,7.75246637188992,0.446238579189356,0.1
150,36,9.50048684780638,0.446086821185023,0.1005
150,36,11.2444526866932,0.445889562692772,0.101
150,36,12.9747948761775,0.445441253540775,0.1005
150,38,4.24880437032695,0.447418341856049,0.1005
150,38,6.00993782464102,0.447275045796512,0.1
150,38,7.7665394215032,0.447130212732466,0.1
150,38,9.51847333279666,0.446975118975617,0.1
150,38,11.2642409844891,0.446761487362725,0.1
150,38,12.9964934072501,0.446227072711685,0.1
150,40,4.25586555306116,0.448311190604706,0.1
150,40,6.02048140850709,0.448167480564937,0.1005
150,40,7.78044233626435,0.448021660237291,0.1005
150,40,9.53631602760988,0.447862363252046,0.1005
150,40,11.285526437281,0.447627635172983,0.101
150,40,13.0163853053994,0.446986176087823,0.1015
150,42,4.26292601314292,0.449204030349603,0.1
150,42,6.03108689716775,0.449059861762261,0.1
150,42,7.79467504715664,0.448912823637582,0.1
150,42,9.55297125121849,0.448748400867368,0.101
150,42,11.3059830521269,0.448486971741098,0.1
150,42,13.0364753413864,0.44771088052437,0.1005
150,44,4.26998572644564,0.450096858435462,0.101
150,44,6.04166040931767,0.449952183277879,0.1
150,44,7.8087358799658,0.449803675116837,0.1
150,44,9.5703698156461,0.449632661963129,0.1005
150,44,11.3259404880227,0.449337719302184,0.101
150,44,13.0565752839479,0.448393146178903,0.1025
150,46,4.27704662880408,0.450989671319167,0.1
150,46,6.0522329782457,0.450844425155464,0.1
150,46,7.82279005793989,0.450694112464859,0.1
150,46,9.58775823908163,0.450514786978843,0.1005
150,46,11.3449758895359,0.450177893537281,0.1
150,46,13.0720832642063,0.449028612404445,0.1015
150,48,4.28410672363481,0.451882464858673,0.1
150,48,6.06277282189249,0.451736568046305,0.1015
150,48,7.83683596169928,0.451584025345953,0.1
150,48,9.6055455262674,0.451394171456689,0.1
150,48,11.3636536621068,0.451004807500023,0.1005
150,48,13.0894843115527,0.449598860629258,0.1005
150,50,4.29116596475997,0.452775233607512,0.101
150,50,6.07337417907892,0.452628576504584,0.1
150,50,7.85087141845946,0.452473276037644,0.1
150,50,9.62238580479725,0.452270318406824,0.102
150,50,11.3828279706359,0.451814849874921,0.1005
150,50,13.1017350034919,0.450101970381292,0.1
150,52,4.29822575510561,0.453667970569659,0.1005
150,52,6.08391038944584,0.453520426393949,0.1005
150,52,7.86489372443209,0.453361693121583,0.1
150,52,9.63954795914038,0.453142220599085,0.1005
150,52,11.4015465104237,0.452604461252199,0.1005
150,52,13.1136816058404,0.450515348223321,0.1025
150,54,4.30528558377818,0.454560667122138,0.1
150,54,6.09450749876886,0.45441206382483,0.1
150,54,7.87872694751516,0.454249081453223,0.1005
150,54,9.65665246877119,0.45400889824743,0.1005
150,54,11.4214555059188,0.453367798714544,0.1005
150,54,13.1223803365042,0.450829296583988,0.105
150,56,4.31234409344908,0.455453312498218,0.1005
150,56,6.10506984749767,0.455303442806163,0.1
150,56,7.89271159357567,0.455135143614254,0.1005
150,56,9.67360696746674,0.454869105620587,0.1015
150,56,11.437468553153,0.454102682669151,0.1
150,56,13.1297429331186,0.451020206570264,0.1
150,58,4.31940250344411,0.456345892985412,0.1005
150,58,6.11562830886533,0.456194493576577,0.1
150,58,7.90684398632185,0.456019551658454,0.1
150,58,9.69039720492558,0.455721305837273,0.1005
150,58,11.4550058516052,0.45479836014308,0.101
150,58,13.1305884006788,0.451087722895897,0.1005
150,60,4.32646068140066,0.457238391602743,0.1
150,60,6.12618189710507,0.457085132948673,0.1
150,60,7.92077124468466,0.456901944148186,0.1
150,60,9.70698359556228,0.456563633775953,0.102
150,60,11.4688676594197,0.455452029779073,0.1005
150,60,13.1280995063275,0.451001589800011,0.101
200,14,5.31410541782036,0.582132394870846,0.1005
200,14,7.60494501419145,0.581884500828039,0.101
200,14,9.88929687418377,0.581636394579589,0.101
200,14,12.1669519646787,0.581378684931408,0.101
200,14,14.4351394182929,0.581006558024929,0.102
200,14,16.6647494301781,0.579409894870248,0.1005
200,16,5.32351748440688,0.583322610277061,0.1005
200,16,7.61904193757284,0.583074177004161,0.1005
200,16,9.90806010908874,0.582825212570557,0.1005
200,16,12.1909106311085,0.582563116087995,0.1
200,16,14.4633623859504,0.582149776020015,0.1
200,16,16.6840991909178,0.580167755591368,0.1005
200,18,5.33293035160999,0.584512824413075,0.1
200,18,7.63313871821067,0.584263840726324,0.1005
200,18,9.92692840313864,0.58401388922463,0.1
200,18,12.2142310323771,0.583746288248864,0.1
200,18,14.4890073472513,0.583280398185258,0.101
200,18,16.7010384324751,0.580816489675552,0.102
200,20,5.34234239765875,0.585703037045607,0.1
200,20,7.6472751748971,0.585453483595243,0.1
200,20,9.9455759839645,0.585202419839967,0.101
200,20,12.2369367548676,0.584927811792344,0.101
200,20,14.5173382301316,0.58439270792284,0.101
200,20,16.7179739103557,0.58132368423846,0.1005
200,22,5.3517536141461,0.586893247637086,0.1005
200,22,7.66133161921104,0.586643113204765,0.101
200,22,9.96433481731896,0.586390715401858,0.1005
200,22,12.2601781975874,0.586107026226553,0.1
200,22,14.5411171645557,0.585485311978723,0.1015
200,22,16.7253846130859,0.581695868976255,0.102
200,24,5.36116643369277,0.588083455217271,0.1
200,24,7.67546762317405,0.587832705320847,0.1
200,24,9.98308525154688,0.587578721583786,0.1005
200,24,12.2833284482809,0.587283371456131,0.1005
200,24,14.5662765698703,0.586549740385568,0.1015
200,24,16.731412202698,0.581877790810481,0.1005
200,26,5.37057759520721,0.589273659205113,0.1005
200,26,7.68956322799361,0.589022263885819,0.1
200,26,10.0018297526756,0.588766351504639,0.1005
200,26,12.3064407027402,0.588456024329968,0.101
200,26,14.5925036744319,0.587578387469435,0.1005
200,26,16.7326367980816,0.581854314953828,0.1
200,28,5.3799903483759,0.590463858035183,0.1
200,28,7.70365824605288,0.590211772900905,0.1
200,28,10.0205620640225,0.589953495173035,0.1015
200,28,12.3300785252313,0.589623843009763,0.1
200,28,14.6165148449123,0.588565012913914,0.1
200,28,16.7240073926862,0.58163558227014,0.1015
200,30,5.38940141583709,0.591654050474211,0.1005
200,30,7.71775249923064,0.5914012173262,0.1
200,30,10.0392935082867,0.591140010222465,0.1005
200,30,12.3529804517358,0.590785767668178,0.101
200,30,14.6380797542729,0.589500032509107,0.1005
200,30,16.7110749300824,0.581161254375949,0.1015
200,32,5.39881405172773,0.59284423411622,0.1
200,32,7.73180543931913,0.592590582261367,0.1005
200,32,10.0580031941419,0.592325720049595,0.101
200,32,12.3756969831837,0.591940086305427,0.1
200,32,14.6566500902064,0.590373097255609,0.1005
200,32,16.6912042907637,0.580430863346944,0.101
200,34,5.40822495912858,0.594034406655374,0.1005
200,34,7.74593773246729,0.593779829780777,0.1005
200,34,10.076814307343,0.593510382491605,0.1
200,34,12.3976756936241,0.593084949302752,0.101
200,34,14.6764650483761,0.591162417044351,0.1
200,34,16.6639154987289,0.579436010587136,0.1035
200,36,5.41763739242101,0.595224564314755,0.1
200,36,7.76002804697752,0.594968941608096,0.1
200,36,10.0954916359423,0.594693740992824,0.1
200,36,12.420715713105,0.594217271042513,0.1015
200,36,14.6917880969278,0.591861811521418,0.104
200,36,16.6301336889204,0.578155117060802,0.103
200,38,5.42704885368385,0.596414702960852,0.1
200,38,7.77411622830361,0.59615787330184,0.1
200,38,10.1140289914685,0.595875439053408,0.1005
200,38,12.4427049881374,0.595334649148657,0.1
200,38,14.706220532002,0.592443924487696,0.1015
200,38,16.5869800297878,0.576632071343201,0.1045
200,40,5.43646011946969,0.597604816876093,0.1
200,40,7.78816109870529,0.597346578689109,0.1005
200,40,10.1326507542856,0.59705499608334,0.101
200,40,12.4637118798305,0.596433434401071,0.1
200,40,14.7185260123713,0.592888085483158,0.1005
200,40,16.5374162215744,0.574826016763613,0.103
200,42,5.44587113301041,0.598794898878593,0.1
200,42,7.80228363107363,0.598534980089227,0.1
200,42,10.151221045677,0.598231868304154,0.1005
200,42,12.484900278086,0.59750834108528,0.1015
200,42,14.723417824115,0.593193057235713,0.103
200,42,16.4689139408858,0.573033997232069,0.101
200,44,5.4552818221283,0.599984939835269,0.1
200,44,7.81636113917834,0.599723010503083,0.1
200,44,10.1698564655214,0.599405335536831,0.1
200,44,12.5070238767705,0.598552878268061,0.1015
200,44,14.7281262695219,0.593302281779733,0.1
200,44,16.4170119547126,0.570444294682478,0.104
200,46,5.46469209529986,0.601174928168346,0.1
200,46,7.83043300167414,0.600910564187283,0.1
200,46,10.1883110141522,0.600574570293326,0.101
200,46,12.5253946548507,0.59956398073917,0.1005
200,46,14.7262308118115,0.593221687396968,0.102
200,46,16.3468380644382,0.567890531891601,0.1035
200,48,5.47410183687703,0.602364849246371,0.1
200,48,7.84449771894295,0.6020975145107,0.1
200,48,10.2065708785811,0.601738507424423,0.1015
200,48,12.544310328692,0.60053004320215,0.1
200,48,14.7178780303837,0.59293184708977,0.101
200,48,16.2704779645137,0.565113449330498,0.1025
200,50,5.48351090115664,0.603554684634923,0.1
200,50,7.85855340478236,0.603283703490165,0.1
200,50,10.2248330840635,0.602895783088009,0.101
200,50,12.5626505644156,0.601442019424623,0.1005
200,50,14.704817217992,0.59239650462034,0.102
200,50,16.185713238048,0.562220879157295,0.107
200,52,5.49291910509111,0.604744411177366,0.1
200,52,7.87259777756982,0.604468934593431,0.1
200,52,10.2429494666598,0.604044802126937,0.101
200,52,12.579136228711,0.602290083339294,0.102
200,52,14.68707785933,0.591589715171781,0.106
200,52,16.0980868214448,0.559051645062971,0.109
200,54,5.50232621944232,0.60593399987028,0.1
200,54,7.88662774913798,0.60565296408081,0.1005
200,54,10.2609429435995,0.605183566518964,0.1005
200,54,12.5946084137303,0.603059581108501,0.1005
200,54,14.6610614541342,0.590538511968617,0.1005
200,54,15.6612719459884,0.568835469538645,0.126
200,56,5.51173195789911,0.607123414491592,0.1
200,56,7.90064023098033,0.606835490391139,0.1
200,56,10.2787170405502,0.606309676193594,0.102
200,56,12.6076924837603,0.603737763512408,0.102
200,56,14.6294711127685,0.589197340167728,0.103
200,56,15.5924498608364,0.565449433347089,0.1195
200,58,5.52113596389314,0.608312609931585,0.1
200,58,7.91458927463309,0.608016147764969,0.1005
200,58,10.2964658779782,0.607420090881736,0.1005
200,58,12.6195873490334,0.604304077712987,0.101
200,58,14.5912336816379,0.587574033422665,0.106
200,58,15.4765541306151,0.563410565456773,0.126
200,60,5.53053779461643,0.609501530167977,0.1
200,60,7.92855172356337,0.6091944672291,0.1005
200,60,10.3136926670391,0.608511447331835,0.1005
200,60,12.627615357954,0.604746931055415,0.1035
200,60,14.5472743872313,0.585647414341172,0.1035
200,60,15.370352537218,0.560768337725757,0.123
250,14,6.4635850526024,0.727491232279481,0.1
250,14,9.32570119581628,0.727103573646739,0.101
250,14,12.1789064028148,0.726703888922909,0.101
250,14,15.0179998382014,0.726034378259361,0.101
250,14,17.7333640825836,0.720580771422024,0.1
250,14,19.6185453090044,0.686925456117979,0.1065
250,16,6.47534725392703,0.728978636847305,0.1
250,16,9.34331383537181,0.728589950025032,0.101
250,16,12.2025479668396,0.728184773345483,0.1
250,16,15.0453930798238,0.7274251273922,0.102
250,16,17.7380992472204,0.720685026825275,0.101
250,16,19.3215364006636,0.692125978959622,0.1295
250,18,6.48710881311861,0.730466037045287,0.1005
250,18,9.36092548222975,0.730076242554995,0.101
250,18,12.2258972420401,0.729664142763677,0.1005
250,18,15.0730071492479,0.728787838115294,0.1
250,18,17.732818486247,0.720553561993377,0.1035
250,18,19.150971828675,0.69254996470374,0.1105
250,20,6.49887055874108,0.731953431269523,0.1005
250,20,9.37853570048704,0.731562424786849,0.101
250,20,12.2489466630368,0.731141542285722,0.1005
250,20,15.0991905454753,0.730116122773595,0.1
250,20,17.7226576907631,0.720117974542325,0.102
250,20,18.957780937254,0.693812561186208,0.1195
250,22,6.5106329869425,0.73344081749192,0.1005
250,22,9.39614433517944,0.733048462413906,0.1005
250,22,12.2724921875069,0.732616247315129,0.1
250,22,15.1238188292736,0.731401343793983,0.101
250,22,17.7051596721053,0.719374759144477,0.1005
250,22,18.8096120655885,0.693346384096183,0.1115
250,24,6.52239495990923,0.734928193297521,0.1005
250,24,9.413750728811,0.734534311235688,0.1005
250,24,12.2957161563159,0.734087649935481,0.101
250,24,15.1487566917781,0.732630470411336,0.1015
250,24,17.6801132785647,0.718309478235193,0.1045
250,24,18.5929235375963,0.695493852673459,0.1205
250,26,6.5341568237222,0.73641555529207,0.1005
250,26,9.43140341499293,0.736019907563361,0.1
250,26,12.3186079979752,0.735554817690645,0.101
250,26,15.1709891045851,0.733793707390832,0.1025
250,26,17.6473043082501,0.716915948030259,0.1015
250,26,18.4003905735784,0.696707997453913,0.1385
250,28,6.54591816882141,0.737902899181093,0.101
250,28,9.44895392903839,0.73750519909368,0.1005
250,28,12.3419422694475,0.737016390441797,0.101
250,28,15.1933089537431,0.734870609007438,0.1
250,28,17.6067501177025,0.715193153002623,0.1025
250,28,18.3191585691309,0.693476866197252,0.1305
250,30,6.55767970053332,0.739390219239679,0.1005
250,30,9.46659815258644,0.738990065314065,0.1
250,30,12.3649196417454,0.738471041019706,0.1005
250,30,15.211523595664,0.7358510824068,0.1005
250,30,17.5585174327332,0.713147512585392,0.1035
250,30,18.0453293480488,0.697975885627572,0.1485
250,32,6.56944098696891,0.740877508263253,0.1005
250,32,9.48418681264455,0.740474408682867,0.1
250,32,12.3874577055704,0.739916940992973,0.1025
250,32,15.2284037455117,0.73670740134839,0.1
250,32,17.5028979645832,0.710787764880348,0.104
250,32,17.8536455806432,0.699140814040851,0.161
250,34,6.581202947028,0.742364756792602,0.1
250,34,9.5017674237293,0.741958072268027,0.1
250,34,12.4100964707012,0.74135160189646,0.101
250,34,15.2426141703616,0.737418096398065,0.1
250,34,17.4402033999373,0.708127497594664,0.106
250,34,17.6830891652306,0.699469389403322,0.151
250,36,6.59296250850239,0.743851953281782,0.1005
250,36,9.51928809477161,0.743440873956184,0.1005
250,36,12.4325199087253,0.742772213084539,0.101
250,36,15.2530279209108,0.737960436309432,0.1015
250,36,17.37123187064,0.705167552707119,0.1025
250,36,17.6365975284351,0.694437079249422,0.156
250,38,6.60472352464445,0.745339081941795,0.1
250,38,9.53684521199615,0.744922560136425,0.1005
250,38,12.4546644689954,0.744175219146419,0.101
250,38,15.2599937315711,0.738303834247079,0.1015
250,38,17.2963690798054,0.70191917688507,0.105
250,38,17.3154325044395,0.701161210349863,0.1725
250,40,6.61648285910971,0.746826123762502,0.1
250,40,9.55438583091277,0.746402838110524,0.1005
250,40,12.4764632911561,0.745556250281786,0.101
250,40,15.2623752533891,0.738423617129158,0.1005
250,40,17.2106979092173,0.698631705869239,0.1025
250,40,17.1398380542989,0.701651228728521,0.169
250,42,6.62824131159729,0.748313053984373,0.1
250,42,9.57195485422058,0.747881324000508,0.1005
250,42,12.4978725832489,0.746909941402174,0.1
250,42,15.2598410181863,0.738291701507889,0.1025
250,42,17.1234721300034,0.694961527947847,0.1025
250,42,16.9479724169261,0.702820632678356,0.1695
250,44,6.63999763477666,0.749799841603589,0.1005
250,44,9.58944758301625,0.749357565509713,0.1005
250,44,12.518938171132,0.748229666281143,0.1005
250,44,15.2518311236789,0.737883245882307,0.1045
250,44,16.7689195141669,0.703426805544265,0.118
250,44,16.8327452742962,0.700676504401503,0.16
250,46,6.65175351906049,0.751286447090285,0.1005
250,46,9.60685683573679,0.750830981180376,0.102
250,46,12.5388523990655,0.749508237607731,0.1005
250,46,15.2379330811942,0.737175683871342,0.105
250,46,16.5859794479144,0.704205399763004,0.1305
250,46,16.5961226400234,0.703782168213,0.189
250,48,6.66350857955706,0.752772821101046,0.1
250,48,9.62427375873231,0.75230082968183,0.101
250,48,12.5582233503255,0.750735640735589,0.1015
250,48,15.2177942891098,0.736150584788622,0.102
250,48,16.8336906360787,0.682716143418722,0.1075
250,48,16.4068296540179,0.704814421551678,0.189
250,50,6.6752603202039,0.754258902083627,0.1
250,50,9.64163792569995,0.753766226174808,0.1005
250,50,12.5766276379178,0.751901000371213,0.1015
250,50,15.1912215278885,0.734793226343594,0.1005
250,50,16.227607971597,0.705399681254639,0.134
250,50,16.3681765983511,0.698913453032123,0.1705
250,52,6.68700913330757,0.755744612649681,0.1
250,52,9.65893642337342,0.755226069096163,0.1015
250,52,12.5938389816135,0.752991320582006,0.1005
250,52,15.1578127703676,0.733099694737836,0.103
250,52,16.0543217807153,0.705718312100383,0.149
250,52,16.0478003350923,0.70602085118502,0.19
250,54,6.69875425822169,0.757229856556856,0.1
250,54,9.67615323062004,0.756679005275248,0.1005
250,54,12.6098952900405,0.753990810433631,0.1
250,54,15.117761783766,0.731062964852351,0.1035
250,54,15.8809787384587,0.706027599631267,0.1395
250,54,15.8772725720628,0.706194117214524,0.209
250,56,6.71049474996653,0.758714514241137,0.1
250,56,9.69331867747342,0.758123361779075,0.1
250,56,12.6237302583961,0.754884030917173,0.1015
250,56,15.0717174290081,0.728666441093752,0.1
250,56,15.8916831622043,0.697205882206356,0.1305
250,56,15.6929380207887,0.706978973374646,0.1995
250,58,6.72222943784749,0.760198437578735,0.1
250,58,9.71025847649364,0.759557164709644,0.102
250,58,12.6358243341583,0.755649459381086,0.101
250,58,15.0177322899521,0.725978322905368,0.102
250,58,15.505834449863,0.70788414820304,0.15
250,58,15.5080499207843,0.70778409781733,0.221
250,60,6.73395586120655,0.761681443721674,0.1005
250,60,9.72709403495539,0.760977906692956,0.1005
250,60,12.6455679218782,0.756265961047875,0.1
